,Sell_price,Date_of_sale,Type,sqm_price,Rooms,m2,Building_year,building_address,location,latitude,longitude
12522,1968233,1999-08-22, Ejerlejlighed ,9241,7,213,1902,Strandboulevarden 35 København Ø,"35, Strandboulevarden, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.70104,12.588805
12523,1461578,1995-07-19, Ejerlejlighed ,6862,7,213,1902,Strandboulevarden 35 København Ø,"35, Strandboulevarden, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.70104,12.588805
12524,1861304,1995-08-31, Villa ,9080,7,205,1922,Marielystvej 11 Frederiksberg,"Marielystvej, Frederiksberg Kommune, Region Hovedstaden, 2500, Danmark",55.6739884,12.4999896
12525,263500,1995-08-31, Villa ,2534,4,104,1939,Engvej 86 København S,"86, Engvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.653391000000006,12.630223
12526,90000,1995-09-02, Villa ,1800,3,50,1955,Persillegangen 1 København S,"1, Persillegangen, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.632065,12.588793
12527,238744,1995-09-04, Ejerlejlighed ,2461,2,97,1865,Absalonsgade 14 København V,"14, Absalonsgade, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1658, Danmark",55.671282,12.554125
12528,680000,1995-09-04, Rækkehus ,6476,4,105,1958,Grønagervej 49 København S,"49, Grønagervej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.640573,12.596822
12529,942500,1995-09-05, Villa ,5067,7,186,1957,Vestermarksvej 52 København S,"52, Vestermarksvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.643475,12.588437
12530,625800,1995-09-05, Ejerlejlighed ,9070,3,69,1926,Hildursgade 9 København Ø,"9, Hildursgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.705827,12.555136
12531,541875,1995-09-06, Ejerlejlighed ,7853,3,69,1926,Hildursgade 9 København Ø,"9, Hildursgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.705827,12.555136
12532,918375,1999-06-12, Ejerlejlighed ,12755,3,72,1926,Hildursgade 9 København Ø,"9, Hildursgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.705827,12.555136
12533,2029750,1995-09-07, Villa ,13998,5,145,1927,C.N. Petersens Vej 4 Frederiksberg,"C.N. Petersens Vej, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.6814073,12.5027677
12534,865000,1995-09-09, Ejerlejlighed ,7936,4,109,1890,Christian IIs Allé 20 København S,"20, Christian II's Allé, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.655476,12.605373
12535,200000,1995-09-11, Ejerlejlighed ,4167,2,48,1935,Greisvej 41 København S,"41, Greisvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.645737,12.619021
12536,525193,1995-09-11, Villa ,3455,6,152,1930,Trekløvervej 6 København NV,,,
12537,836000,1995-09-11, Villa ,5536,5,151,1930,Italiensvej 61 København S,"61, Italiensvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.656622,12.630479
12538,915000,1995-09-12, Villa ,8551,6,107,1933,Mosesvinget 82 København NV,,,
12539,638000,1995-09-13, Villa ,3190,8,200,1935,Funkiavej 47 København S,"47, Funkiavej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.64793,12.605896
12540,2266000,1995-09-14, Villa ,10116,6,224,1932,Østerled 24 København Ø,"24, Østerled, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.718378,12.581807
12541,165000,1995-09-14, Rækkehus ,1213,5,136,1892,Weysesgade 7 København Ø,"7, Weysesgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.713727,12.57559
12542,476000,1995-09-15, Ejerlejlighed ,5289,4,90,1913,Nordre Fasanvej 162 Frederiksberg,"162, Nordre Fasanvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.694109,12.533642
12543,414100,1995-09-15, Ejerlejlighed ,4653,3,89,1906,Enghave Plads 23 København V,"23, Enghave Plads, Sorte Hest, Frederiks Brygge, København, Københavns Kommune, Region Hovedstaden, 1670, Danmark",55.666232,12.544378
12544,975000,1998-11-29, Ejerlejlighed ,7800,5,125,1906,Enghave Plads 23 København V,"23, Enghave Plads, Sorte Hest, Frederiks Brygge, København, Københavns Kommune, Region Hovedstaden, 1670, Danmark",55.666232,12.544378
12545,1930000,1995-09-16, Villa ,9507,8,203,1917,Storchsvej 5 Frederiksberg,"5, Storchsvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.686446,12.51138
12546,1022970,1995-09-16, Villa ,6912,4,148,1940,Engblommevej 65 København NV,,,
12547,1100000,1995-09-17, Ejerlejlighed ,7432,4,148,1890,Frederiksberg Alle 14 Frederiksberg C,"14, Frederiksberg Alle, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1820, Danmark",55.673464,12.548171
12548,1000000,2001-03-16, Ejerlejlighed ,6452,5,155,1890,Frederiksberg Alle 14 Frederiksberg C,"14, Frederiksberg Alle, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1820, Danmark",55.673464,12.548171
12549,496398,1995-09-19, Ejerlejlighed ,6708,2,74,1878,J.M.Thieles Vej 10B Frederiksberg C,"10B, J.M. Thieles Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1961, Danmark",55.681787,12.547476
12550,323000,1995-09-19, Villa ,2692,3,120,1964,Jadegangen 161 København S,"161, Jadegangen, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.644721,12.590879
12551,875000,1995-09-19, Villa ,6783,4,129,1927,Strandlodsvej 102 København S,"102, Strandlodsvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.659356,12.626123
12552,1343107,1995-09-20, Rækkehus ,8291,6,162,1916,Valdemar Holmers Gade 8 København Ø,"8, Valdemar Holmers Gade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.709873,12.558981
12553,640850,1997-07-21, Rækkehus ,4678,6,137,1888,Jerichausgade 49 København V,"49, Jerichausgade, Carlsberg Byen, København, Københavns Kommune, Region Hovedstaden, 1777, Danmark",55.66687,12.537816
12554,1219000,1997-07-22, Ejerlejlighed ,9235,4,132,1883,Mathildevej 2 Frederiksberg,"2, Mathildevej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.675839,12.519616
12555,1535000,1997-07-23, Villa ,12582,4,122,1990,Lotusvej 47 København S,"47, Lotusvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.647477,12.608957
12556,525000,1997-07-27, Ejerlejlighed ,6402,3,82,1938,Wibrandtsvej 61B København S,"61B, Wibrandtsvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.64750400000001,12.627464
12557,385000,1997-07-29, Ejerlejlighed ,7404,2,52,1935,Skaffervej 3 København NV,,,
12558,722500,2004-06-22, Ejerlejlighed ,6071,4,119,1935,Skaffervej 3 København NV,,,
12559,907000,1997-07-30, Villa ,8557,4,106,1933,Windsorvej 47 København S,"47, Windsorvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.641026,12.599912
12560,1734880,1997-07-31, Rækkehus ,12481,6,139,1882,Abildgaardsgade 16 København Ø,"16, Abildgaardsgade, Kartoffelrækkerne, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.691298,12.574981
12561,255000,1997-08-01, Ejerlejlighed ,4904,2,52,1914,Cumberlandsgade 2 København S,"2, Cumberlandsgade, Margretheholm, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.667159,12.615676
12562,935000,2004-05-19, Ejerlejlighed ,17981,2,52,1914,Cumberlandsgade 2 København S,"2, Cumberlandsgade, Margretheholm, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.667159,12.615676
12563,615280,1997-08-05, Ejerlejlighed ,7503,3,82,1918,Hollænderdybet 6 København S,"6, Hollænderdybet, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.66490200000001,12.598974
12564,1465000,1997-08-10, Rækkehus ,8371,7,175,1927,Hulgårdsvej 4B København NV,,,
12565,476018,1997-08-11, Ejerlejlighed ,6611,3,72,1912,Lyneborggade 8 København S,"8, Lyneborggade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.665095,12.609401
12566,709100,1997-08-15, Ejerlejlighed ,8754,3,81,1891,H.C. Ørsteds Vej 59A Frederiksberg C,"59A, H.C. Ørsteds Vej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1879, Danmark",55.68395500000001,12.550659
12567,1858000,1997-08-17, Villa ,15355,5,121,1915,Ved Grænsen 47 Frederiksberg,"47, Ved Grænsen, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.683432,12.496462
12568,767550,1997-08-18, Villa ,10965,3,70,1950,Kornskyldvej 76 København S,"76, Kornskyldvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.632286,12.586168
12569,1099800,1997-08-18, Villa ,10183,4,108,1935,Tovelillevej 65 København S,"65, Tovelillevej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.655043000000006,12.633031
12570,1147223,1997-08-18, Ejerlejlighed ,5099,7,225,1886,Østerbrogade 70 København Ø,"70, Østerbrogade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.699123,12.578304
12571,1089000,1997-08-21, Villa ,6406,6,170,1940,Kansasvej 18 København S,"18, Kansasvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.634062,12.590978
12572,1967317,1997-08-21, Rækkehus ,13854,6,142,1882,Eckersbergsgade 23 København Ø,"23, Eckersbergsgade, Kartoffelrækkerne, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.69159300000001,12.574827
12573,599000,1997-08-21, Ejerlejlighed ,9508,2,63,1905,Brammingegade 6 København Ø,"6, Brammingegade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.70638,12.578507
12574,750000,1997-08-24, Rækkehus ,4573,5,164,1901,Heisesgade 55 København Ø,"55, Heisesgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.715152,12.573171
12575,850000,1997-08-25, Villa ,5346,6,159,1931,Bristol Allé 8 København S,"8, Bristol Allé, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.643951,12.604572
12576,714040,1997-08-25, Ejerlejlighed ,10657,3,67,1882,Sølvgade 86 København K,"86, Sølvgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 1307, Danmark",55.689780000000006,12.573885
12577,1550000,2005-06-09, Ejerlejlighed ,19620,3,79,1882,Sølvgade 86 København K,"86, Sølvgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 1307, Danmark",55.689780000000006,12.573885
12578,1461000,1997-08-25, Villa ,10985,4,133,1952,Gladiolusvej 14 København S,"14, Gladiolusvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.64428100000001,12.608629
12579,708880,1997-08-25, Ejerlejlighed ,9984,2,71,1889,Ahornsgade 25 København N,"25, Ahornsgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.691508,12.559005
12580,1895000,2004-07-09, Ejerlejlighed ,26690,3,71,1889,Ahornsgade 25 København N,"25, Ahornsgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.691508,12.559005
12581,1448000,1997-08-26, Ejerlejlighed ,11053,5,131,1978,Askeskellet 20 Frederiksberg,"Askeskellet, Frederiksberg Kommune, Region Hovedstaden, 2500, Danmark",55.6708358,12.4967227
12582,355000,1997-09-01, Villa ,4176,3,85,1952,Hf. Havebyen Mozart 52 København SV,,,
12583,501000,1997-09-01, Ejerlejlighed ,10438,1,48,1738,Wildersgade 40 København K,"40, Wildersgade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1408, Danmark",55.67351,12.590785
12584,1069430,1997-09-01, Ejerlejlighed ,9902,4,108,1931,Østbanegade 47 København Ø,"47, Østbanegade, Marmormolen, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.698838,12.591467
12585,2195000,2004-04-14, Ejerlejlighed ,16381,5,134,1931,Østbanegade 47 København Ø,"47, Østbanegade, Marmormolen, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.698838,12.591467
12586,2000000,2004-06-23, Ejerlejlighed ,14925,5,134,1931,Østbanegade 47 København Ø,"47, Østbanegade, Marmormolen, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.698838,12.591467
12587,850000,1997-09-02, Ejerlejlighed ,12687,2,67,1785,Højbro Plads 21A København K,"21A, Højbro Plads, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1200, Danmark",55.67814,12.58062
12588,1612140,1997-09-03, Rækkehus ,11854,4,136,1892,Kuhlausgade 21 København Ø,"21, Kuhlausgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.714037,12.574834
12589,1595761,1997-09-04, Ejerlejlighed ,9790,6,163,1907,Kronprinsensvej 13 Frederiksberg,"13, Kronprinsensvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.676114,12.517109
12590,429304,1995-09-21, Villa ,2333,8,184,1934,Emdrup Mosevej 4 København NV,,,
12591,433410,1995-09-22, Ejerlejlighed ,5557,3,78,1939,Hyacintvej 4 København S,"4, Hyacintvej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.649131,12.611435
12592,1224000,1995-09-22, Rækkehus ,10832,4,113,1919,Ved Grænsen 78 Frederiksberg,"78, Ved Grænsen, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.683708,12.496377
12593,937630,1995-09-22, Villa ,8372,2,112,1922,Samosvej 53 København S,"53, Samosvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.653563,12.628759
12594,254800,1995-09-22, Ejerlejlighed ,4808,1,53,1938,Rosenvængets Hovedvej 38 København Ø,"38, Rosenvængets Hovedvej, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.701168,12.586897
12595,350000,1995-09-25, Villa ,2555,6,137,1922,Rodosvej 17 København S,"17, Rodosvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.65100200000001,12.615348
12596,680000,1995-09-25, Rækkehus ,4121,6,165,1931,F.F. Ulriks Gade 4 København Ø,"4, F.F. Ulriks Gade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.711237,12.559895
12597,950000,1995-09-28, Ejerlejlighed ,5026,6,189,1857,Gråbrødretorv 17A København K,"17A, Gråbrødretorv, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1154, Danmark",55.679278,12.575676
12598,393254,1995-09-30, Villa ,2622,5,150,1954,Røde Mellemvej 138 København S,"138, Røde Mellemvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.63979499999999,12.591647
12599,1086000,1995-10-02, Villa ,10647,4,102,1987,Horsebakken 31 København NV,,,
12600,209458,1995-10-03, Ejerlejlighed ,4275,2,49,1887,Dybbølsgade 54 København V,"54, Dybbølsgade, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1721, Danmark",55.66691899999999,12.549626
12601,578196,1998-12-13, Ejerlejlighed ,11800,2,49,1887,Dybbølsgade 54 København V,"54, Dybbølsgade, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1721, Danmark",55.66691899999999,12.549626
12602,1003270,1995-10-05, Villa ,7323,5,137,1933,Clematisvej 25 København S,"25, Clematisvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.643669,12.611906
12603,833000,1995-10-08, Ejerlejlighed ,7372,3,113,1978,Platanskellet 4 Frederiksberg,"Platanskellet, Frederiksberg Kommune, Region Hovedstaden, 2500, Danmark",55.67014079999999,12.4967709
12604,280000,1995-10-10, Ejerlejlighed ,1530,7,183,1883,Frederiksvej 3 Frederiksberg,"3, Frederiksvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.675085,12.518847
12605,407500,1995-10-11, Ejerlejlighed ,3159,5,129,1908,Vesterbrogade 198 Frederiksberg C,"198, Vesterbrogade, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1800, Danmark",55.670814,12.532963
12606,760000,1995-10-12, Ejerlejlighed ,7917,4,96,1880,Grundtvigsvej 34 Frederiksberg C,"34, Grundtvigsvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1864, Danmark",55.679113,12.534652
12607,570000,1995-10-13, Ejerlejlighed ,6786,4,84,1904,Østbanegade 111 København Ø,"111, Østbanegade, Marmormolen, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.70400600000001,12.590755
12608,1235000,2000-08-24, Ejerlejlighed ,11762,5,105,1904,Østbanegade 111 København Ø,"111, Østbanegade, Marmormolen, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.70400600000001,12.590755
12609,716820,1995-10-13, Villa ,8433,4,85,1951,Granlien 9 København NV,,,
12610,750000,1995-10-14, Villa ,5859,5,128,1938,Delosvej 13 København S,"13, Delosvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.651826,12.622201
12611,749000,1995-10-14, Villa ,11703,4,64,1938,Engvej 36B København S,"36B, Engvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.65819499999999,12.628172
12612,1100000,1995-10-15, Villa ,7143,5,154,1931,Strandlodsvej 114 København S,"114, Strandlodsvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.658364,12.626868
12613,850000,1995-10-16, Ejerlejlighed ,5030,6,169,1879,Vendersgade 5 København K,"5, Vendersgade, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1363, Danmark",55.683108,12.569847
12614,737000,1995-10-19, Ejerlejlighed ,4361,6,169,1879,Vendersgade 5 København K,"5, Vendersgade, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1363, Danmark",55.683108,12.569847
12615,649267,1995-10-17, Ejerlejlighed ,8543,3,76,1913,Thurøvej 7 Frederiksberg,"7, Thurøvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.683511,12.525298
12616,1825000,2001-09-27, Ejerlejlighed ,14600,4,125,1932,Åboulevard 9 København V,"9, Åboulevard, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1635, Danmark",55.682874,12.556127
12617,1664740,2006-06-07, Ejerlejlighed ,11977,4,139,1932,Åboulevard 9 København V,"9, Åboulevard, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1635, Danmark",55.682874,12.556127
12618,1450000,1999-03-17, Ejerlejlighed ,10432,4,139,1932,Åboulevard 9 København V,"9, Åboulevard, Kødbyen, Vesterbro, København, Københavns Kommune, Region Hovedstaden, 1635, Danmark",55.682874,12.556127
12619,802096,2001-09-28, Villa ,5456,6,147,1973,Cedergangen 16 København S,"16, Cedergangen, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.64604,12.593749
12620,250000,2001-10-01, Villa ,4032,3,62,1945,Bregnegangen 48 København S,"48, Bregnegangen, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.646536,12.596906
12621,1750000,2001-10-02, Villa ,12411,4,141,1969,Lobeliavej 21 København S,"21, Lobeliavej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.643889,12.608032
12622,994980,2001-10-03, Ejerlejlighed ,20306,2,49,1906,P.D. Løvs Allé 9A København N,"9A, P.D. Løvs Allé, Dagmargade Mimersgade Jagtvej Bragesgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.697656,12.550364
12623,775000,2001-06-08, Ejerlejlighed ,15816,2,49,1906,P.D. Løvs Allé 9A København N,"9A, P.D. Løvs Allé, Dagmargade Mimersgade Jagtvej Bragesgade, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 2200, Danmark",55.697656,12.550364
12624,1325000,2001-10-05, Ejerlejlighed ,14722,3,90,1956,Rådmand Steins Alle 17 Frederiksberg,"17, Rådmand Steins Alle, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.672892,12.499013
12625,1350000,1999-04-18, Ejerlejlighed ,12617,4,107,1956,Rådmand Steins Alle 17 Frederiksberg,"17, Rådmand Steins Alle, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.672892,12.499013
12626,1375000,1999-06-18, Ejerlejlighed ,12850,4,107,1956,Rådmand Steins Alle 17 Frederiksberg,"17, Rådmand Steins Alle, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.672892,12.499013
12627,1168000,2001-10-06, Ejerlejlighed ,16686,3,70,1898,Godthåbsvej 61B Frederiksberg,"61B, Godthåbsvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark",55.687397,12.529015
12628,1172091,2001-10-08, Ejerlejlighed ,18605,3,63,1934,Hveensvej 12 København S,"12, Hveensvej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.656378,12.610693
12629,782394,2001-10-08, Ejerlejlighed ,13261,2,59,1914,Øresundsvej 47 København S,"47, Øresundsvej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.66041600000001,12.612937
12630,1402500,2001-10-09, Rækkehus ,8711,5,161,1918,Buen 19 Frederiksberg,"Buen, Frederiksberg Kommune, Region Hovedstaden, 2720, Danmark",55.68343960000001,12.4979924
12631,1200000,2001-10-09, Villa ,13953,4,86,1925,Jansvej 59 København S,"59, Jansvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.640857,12.620384
12632,2340000,2001-10-09, Rækkehus ,17080,5,137,1929,Hvidkildevej 111 København NV,,,
12633,799000,2001-10-09, Rækkehus ,6008,4,133,1881,Utterslevvej 21C København NV,,,
12634,2245000,2001-10-10, Villa ,11941,6,188,2017,Livornovej 25 København S,"25, Livornovej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.653679,12.627094
12635,1803400,2001-10-11, Villa ,13662,5,132,1956,Engsletten 8 København S,"8, Engsletten, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.644037,12.594389
12636,2360000,2001-10-11, Villa ,13184,4,179,1985,Italiensvej 62 København S,"62, Italiensvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.655988,12.629244
12637,3286260,2001-10-13, Rækkehus ,17668,8,186,1893,Heisesgade 34 København Ø,"34, Heisesgade, Indre Østerbro, Østerbro, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.714298,12.573759
12638,1995000,2001-10-13, Ejerlejlighed ,14669,4,136,1900,Gothersgade 39 København K,"39, Gothersgade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1123, Danmark",55.682292,12.581788
12639,1680884,2001-04-05, Ejerlejlighed ,14007,3,120,1900,Gothersgade 39 København K,"39, Gothersgade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1123, Danmark",55.682292,12.581788
12640,1580000,1999-02-19, Ejerlejlighed ,11618,5,136,1900,Gothersgade 39 København K,"39, Gothersgade, Frederiksstaden, København, Københavns Kommune, Region Hovedstaden, 1123, Danmark",55.682292,12.581788
12641,2085000,2001-10-14, Villa ,16680,5,125,1984,Møllegårdsvej 1B København Ø,"1B, Møllegårdsvej, Emdrup, København, Københavns Kommune, Region Hovedstaden, 2100, Danmark",55.720631,12.549118
12642,863660,2001-10-15, Ejerlejlighed ,16609,2,52,1901,Burmeistersgade 19 København K,"19, Burmeistersgade, Margretheholm, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1429, Danmark",55.675829,12.598764
12643,1050000,2001-10-16, Ejerlejlighed ,14789,2,71,1932,Mellemforts Allé 8 København S,"8, Mellemforts Allé, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.660254,12.620833
12644,20000,2001-10-16, Fritidshus ,800,1,0,1885,Jakob Dannefærds Vej 4A Frederiksberg C,"4A, Jakob Dannefærds Vej, Kødbyen, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 1973, Danmark",55.68395600000001,12.554296
12645,2560000,2004-03-24, Ejerlejlighed ,18028,6,142,1885,Jakob Dannefærds Vej 4A Frederiksberg C,"4A, Jakob Dannefærds Vej, Kødbyen, Nørrebro, København, Københavns Kommune, Region Hovedstaden, 1973, Danmark",55.68395600000001,12.554296
12646,830000,2001-10-18, Ejerlejlighed ,12576,2,66,1930,Gimles Allé 2B København S,"2B, Gimles Allé, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.65100500000001,12.611256
12647,904187,1999-03-19, Ejerlejlighed ,11027,3,82,1930,Gimles Allé 2B København S,"2B, Gimles Allé, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.65100500000001,12.611256
12648,457541,2004-06-18, Ejerlejlighed ,6932,2,66,1930,Gimles Allé 2B København S,"2B, Gimles Allé, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.65100500000001,12.611256
12649,935000,2001-10-18, Villa ,8130,5,115,1953,Hf. Engly 37 København S,,,
12650,2400000,2001-10-18, Villa ,18045,6,133,1931,Emdrup Engvej 14 København NV,,,
12651,861000,2001-10-19, Ejerlejlighed ,13453,2,64,1932,Keplersgade 17 København S,"17, Keplersgade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.653685,12.612893
12652,1413778,2005-10-15, Ejerlejlighed ,22090,2,64,1932,Keplersgade 17 København S,"17, Keplersgade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.653685,12.612893
12653,1199000,2004-09-16, Ejerlejlighed ,18734,2,64,1932,Keplersgade 17 København S,"17, Keplersgade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.653685,12.612893
12654,1707000,2001-10-19, Rækkehus ,15661,4,109,1923,Greisvej 5 København S,"5, Greisvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.64431800000001,12.616618
12655,900000,2001-10-19, Ejerlejlighed ,11538,3,78,1937,Øresundsvej 49 København S,"49, Øresundsvej, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.660532,12.613472
12656,1925000,2001-10-21, Villa ,18873,4,102,1951,Athensvej 16 København S,"16, Athensvej, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark",55.644934,12.623548
12657,874670,2001-06-05, Ejerlejlighed ,14339,2,61,1934,Birkedommervej 18 København NV,,,
12658,1175773,2004-10-01, Ejerlejlighed ,19275,2,61,1934,Birkedommervej 18 København NV,,,
12659,285000,2001-06-05, Villa ,3851,2,74,1971,Hf. Engly 56 København S,,,
12660,200000,2001-06-05, Rækkehus ,1471,7,136,1879,Wiedeweltsgade 29 København Ø,"Cykelværkstedet, 29, Wiedeweltsgade, Kartoffelrækkerne, Østerbro, København, Københavns Kommune, Region Hovedstaden, 1352, Danmark",55.6903945,12.574953
12661,1925007,2001-06-06, Villa ,10815,3,178,1953,Nebbegårdsbakken 35 København NV,,,
