,Unnamed: 0,Address,Sell_price,Date_of_sale,Type,sqm_price,Rooms,m2,Building_year
10859,9," Andreas Bjørns Gade 1, 4. th, 1428 København K",1660000,2007-02-15, Ejerlejlighed ,21842,3,76,1905
10860,10," Robert Jacobsens Vej 89, 3. th, 2300 København S",4783590,2007-02-15, Ejerlejlighed ,34169,4,140,2009
10861,11," Oldermandsvej 45, 1. tv, 2400 København NV",1425000,2007-02-15, Ejerlejlighed ,24569,1,58,1938
10862,12," Aksel Møllers Have 6, 4. tv, 2000 Frederiksberg",2700000,2007-02-15, Ejerlejlighed ,38028,2,71,1944
10863,13," Østbanegade 5, 3. th, 2100 København Ø",4350000,2007-02-15, Ejerlejlighed ,17400,7,205,1903
10864,14," Mariendalsvej 74, 2. tv, 2000 Frederiksberg",3200000,2007-02-15, Ejerlejlighed ,31373,3,102,1930
10865,15," Mathildevej 4, 1. tv, 2000 Frederiksberg",2430000,2007-02-15, Ejerlejlighed ,26129,4,93,1884
10866,16," Carl Plougs Vej 3, 3. th, 1913 Frederiksberg C",4325000,2007-02-16, Ejerlejlighed ,33527,5,129,1914
10867,17," Arabiensvej 3, 2300 København S",3975000,2007-02-16, Villa ,61154,3,65,1935
10868,18," Olof Palmes Gade 3, 3. tv, 2100 København Ø",3880000,2007-02-16, Ejerlejlighed ,32881,5,118,1890
10869,19," Thoravej 17, 1. tv, 2400 København NV",1625000,2007-02-18, Ejerlejlighed ,22260,3,73,1899
10870,20," Solsortvej 6, 2000 Frederiksberg",6800000,2007-02-18, Rækkehus ,48227,6,141,1929
10871,21," Præstemarksvej 18, 2300 København S",2275000,2007-02-19, Villa ,12500,6,182,2008
10872,22," Edvard Thomsens Vej 63, 2. 4, 2300 København S",2425000,2007-02-19, Ejerlejlighed ,21087,4,115,2007
10873,23," Frimestervej 3, 4. tv, 2400 København NV",1295000,2007-02-20, Ejerlejlighed ,23981,2,54,1935
10874,24," Krystalgade 6, 2, 1172 København K",5200000,2007-02-20, Ejerlejlighed ,36111,5,144,1835
10875,25," Serridslevvej 10, 4. 1, 2100 København Ø",2725000,2007-02-20, Ejerlejlighed ,39493,2,69,1997
10876,26," Sjælør Boulevard 32, 2. mf, 2450 København SV",1300000,2007-02-20, Ejerlejlighed ,28261,2,46,1936
10877,27," Bernstorffsgade 23, 2, 1577 København V",4420000,2007-02-20, Ejerlejlighed ,24693,3,179,1917
10878,28," Thoravej 17, 2. tv, 2400 København NV",1800000,2007-02-20, Ejerlejlighed ,24658,3,73,1899
10879,29," Frankrigsgade 19, 4. th, 2300 København S",1350000,2007-02-20, Ejerlejlighed ,25000,2,54,1936
10880,30," Kirsten Kimers Vej 10, 2300 København S",5200000,2007-02-21, Villa ,41270,6,126,1926
10881,31," Galionsvej 23, 1. tv, 1437 København K",2995000,2007-02-21, Ejerlejlighed ,27731,3,108,2005
10882,32," Birkedommervej 21, 3. tv, 2400 København NV",1149000,2007-02-21, Ejerlejlighed ,22529,2,51,1933
10883,33," Galionsvej 25, st. th, 1437 København K",2495000,2007-02-21, Ejerlejlighed ,26828,3,93,2005
10884,34," Galionsvej 25, 2. th, 1437 København K",2795000,2007-02-21, Ejerlejlighed ,30054,3,93,2005
10885,35," Gustav Adolfs Gade 10, 2. th, 2100 København Ø",3550000,2007-02-21, Ejerlejlighed ,34466,4,103,1904
10886,36," Amerika Plads 12, 4. 4, 2100 København Ø",2595000,2007-02-21, Ejerlejlighed ,30893,3,84,2007
10887,37," Steenwinkelsvej 14, 1. tv, 1966 Frederiksberg C",2000000,2007-02-21, Ejerlejlighed ,23529,3,85,1875
10888,38," Jagtvej 61, 2, 2200 København N",3800000,2007-02-21, Ejerlejlighed ,25166,5,151,1905
10889,39," Ved Andebakken 4, 1. tv, 2000 Frederiksberg",2000000,2007-02-21, Ejerlejlighed ,33898,2,59,1941
10890,40," Wibrandtsvej 8, 2300 København S",2900000,2007-02-22, Villa ,23200,6,125,1924
10891,41," Pileskellet 6, 2000 Frederiksberg",4400000,2007-02-22, Ejerlejlighed ,27673,5,159,1979
10892,42," Edvard Thomsens Vej 63, 3. 4, 2300 København S",2325000,2007-02-22, Ejerlejlighed ,20217,4,115,2007
10893,43," Steen Blichers Vej 2, st. th, 2000 Frederiksberg",3675000,2007-02-22, Ejerlejlighed ,25521,5,144,1889
10894,44," Breslaugade 12, 2. 1, 2300 København S",1750000,2007-02-23, Ejerlejlighed ,21875,2,80,1976
10895,45," Schleppegrellsgade 8, 4. th, 2200 København N",504500,2007-02-23, Ejerlejlighed ,5367,4,94,1892
10896,46," Godthåbsvænget 9, 2. th, 2000 Frederiksberg",2925000,2007-02-24, Ejerlejlighed ,28960,3,101,1972
10897,47," Kinavej 22, 2300 København S",2850000,2007-02-24, Villa ,40141,2,71,1932
10898,48," Hf. Kongelund 15, 2300 København S",900000,2007-02-25, Villa ,10714,3,84,1950
10899,49," Holger Danskes Vej 27A, st, 2000 Frederiksberg",4700000,2007-02-26, Ejerlejlighed ,28659,6,164,1902
10900,0," Norsvej 8, 2. th, 1916 Frederiksberg C",3750000,2005-06-21, Ejerlejlighed ,36765,3,102,1979
10901,1," Danneskiold-Samsøes Allé 34B, 3. th, 1434 København K",2815000,2005-06-21, Ejerlejlighed ,28724,3,98,2005
10902,2," Rebslagervej 21, 1. tv, 2400 København NV",1815000,2005-06-21, Ejerlejlighed ,21867,3,83,2006
10903,3," Rebslagervej 21, st. tv, 2400 København NV",1742135,2005-06-21, Ejerlejlighed ,21508,3,81,2006
10904,4," Ved Linden 4, st. th, 2300 København S",1775000,2005-06-21, Ejerlejlighed ,28629,2,62,1915
10905,5," Tåsingegade 29, 7. 4, 2100 København Ø",2950000,2005-06-21, Ejerlejlighed ,30412,2,97,1970
10906,6," Borups Alle 113, 1. g, 2000 Frederiksberg",1500000,2005-06-21, Ejerlejlighed ,18072,2,83,1972
10907,7," Tagensvej 96, 2. tv, 2200 København N",1977000,2005-06-21, Ejerlejlighed ,24713,3,80,1909
10908,8," Bohlendachvej 4, 1. tv, 1437 København K",2885581,2005-06-21, Ejerlejlighed ,26233,4,110,2005
10909,9," Bohlendachvej 4, 2. tv, 1437 København K",3059631,2005-06-21, Ejerlejlighed ,27815,4,110,2005
10910,10," Folkvarsvej 16, 1. th, 2000 Frederiksberg",1940000,2005-06-21, Ejerlejlighed ,33448,3,58,1887
10911,11," Ben Websters Vej 146, 6. 4, 2450 København SV",3290000,2005-06-21, Ejerlejlighed ,34632,4,95,2006
10912,12," Eversvej 11, 4. tv, 2000 Frederiksberg",2150000,2005-06-21, Ejerlejlighed ,21939,3,98,1981
10913,13," Smallegade 26B, 3. tv, 2000 Frederiksberg",1880000,2005-06-21, Ejerlejlighed ,28485,2,66,1941
10914,14," Æbeløgade 29, 4. th, 2100 København Ø",1820000,2005-06-21, Ejerlejlighed ,21667,2,84,1927
10915,15," Midtermolen 10, st. tv, 2100 København Ø",2370000,2005-06-22, Ejerlejlighed ,24688,3,96,1994
10916,16," Rentemestervej 38, 1. tv, 2400 København NV",1408000,2005-06-22, Ejerlejlighed ,23864,2,59,1932
10917,17," Strandvejen 71A, 2. tv, 2100 København Ø",2300000,2005-06-22, Ejerlejlighed ,25000,3,92,1943
10918,18," Kretavej 45, 2. tv, 2300 København S",1725000,2005-06-22, Ejerlejlighed ,25000,3,69,1935
10919,19," Borups Allé 235F, st. tv, 2400 København NV",1550000,2005-06-22, Ejerlejlighed ,25000,2,62,1921
10920,20," Amager Boulevard 126, 1. tv, 2300 København S",2695000,2005-06-23, Ejerlejlighed ,29293,4,92,1914
10921,21," Bornholmsgade 1, kl. 49, 1266 København K",48000,2005-06-23, Fritidshus ,4000,1,0,1908
10922,22," Junggreensvej 1, 2000 Frederiksberg",875000,2005-06-23, Villa ,5573,6,157,1931
10923,23," Rosbæksvej 19, 2100 København Ø",10000000,2005-06-23, Villa ,40000,7,250,1915
10924,24," C.F. Møllers Allé 56, 2. tv, 2300 København S",2447425,2005-06-23, Ejerlejlighed ,23533,4,104,2007
10925,25," Jakob Dannefærds Vej 9, 4. tv, 1973 Frederiksberg C",2651000,2005-06-23, Ejerlejlighed ,30471,4,87,1890
10926,26," H.C. Lumbyes Gade 17, 2100 København Ø",2050000,2005-06-24, Rækkehus ,14748,5,139,1895
10927,27," Holger Danskes Vej 27A, 4. tv, 2000 Frederiksberg",2275000,2005-06-24, Ejerlejlighed ,28797,3,79,1902
10928,28," Bjelkes Allé 10, st. 3, 2200 København N",1228088,2005-06-24, Ejerlejlighed ,22742,2,54,1962
10929,29," Islands Brygge 75B, 5. 1, 2300 København S",2695000,2005-06-24, Ejerlejlighed ,23034,3,117,2005
10930,30," Faksegade 5, 2. tv, 2100 København Ø",3500000,2005-06-24, Ejerlejlighed ,26718,4,131,1903
10931,31," Wilkensvej 7, 3. tv, 2000 Frederiksberg",2295000,2005-06-24, Ejerlejlighed ,24677,3,93,1972
10932,32," Islands Brygge 75B, 7. 2, 2300 København S",2295000,2005-06-24, Ejerlejlighed ,31875,2,72,2005
10933,33," Lergravsvej 56, 3. th, 2300 København S",2405000,2005-06-24, Ejerlejlighed ,30063,2,80,2006
10934,34," Rossinisvej 18, st. th, 2450 København SV",1275000,2005-06-24, Ejerlejlighed ,25500,2,50,1940
10935,35," Gothersgade 154, 5. th, 1123 København K",2595000,2005-06-24, Ejerlejlighed ,37071,2,70,1879
10936,36," Gunløgsgade 20, st. 2, 2300 København S",860000,2005-06-25, Ejerlejlighed ,19545,2,44,1970
10937,37," Ane Katrines Vej 26, 2. th, 2000 Frederiksberg",1225000,2005-06-25, Ejerlejlighed ,17754,3,69,1932
10938,38," Hellasvej 25, 2300 København S",3000000,2005-06-26, Villa ,28846,4,104,1941
10939,39," Drejøgade 26B, 6. 602, 2100 København Ø",1225000,2005-06-27, Ejerlejlighed ,29167,1,42,1974
10940,40," Lergravsvej 58, 1. th, 2300 København S",2795000,2005-06-27, Ejerlejlighed ,26875,4,104,2006
10941,41," Holmbladsgade 44, 1. tv, 2300 København S",3195000,2005-06-27, Ejerlejlighed ,26189,4,122,2006
10942,42," C.F. Møllers Allé 58, st. th, 2300 København S",1916790,2005-06-27, Ejerlejlighed ,24263,3,79,2007
10943,43," Galionsvej 40, 1437 København K",8500000,2005-06-27, Rækkehus ,28912,8,294,1774
10944,44," Midtermolen 4, 2. tv, 2100 København Ø",2750000,2005-06-27, Ejerlejlighed ,30220,3,91,1994
10945,45," Midtermolen 10, 2. th, 2100 København Ø",2750000,2005-06-28, Ejerlejlighed ,30220,3,91,1994
10946,46," Lindevangs Alle 13, st. 4, 2000 Frederiksberg",7710000,2005-06-28, Ejerlejlighed ,116818,3,66,2004
10947,47," Indiakaj 9, 3. 1, 2100 København Ø",2780000,2005-06-28, Ejerlejlighed ,28660,3,97,1994
10948,48," Spontinisvej 20C, 2450 København SV",250000,2005-06-28, Villa ,3125,4,80,1940
10949,49," Mandalsgade 4, 3. th, 2100 København Ø",5250000,2005-06-28, Ejerlejlighed ,28689,5,183,1931
10950,0," C.F. Møllers Allé 34, 4. th, 2300 København S",2414200,2005-10-10, Ejerlejlighed ,25959,2,93,2007
10951,1," Sankt Peders Stræde 21, 2. 2, 1453 København K",4900000,2005-10-10, Ejerlejlighed ,28488,5,172,1800
10952,2," Gormsgade 6, 1. 5, 2200 København N",2155000,2005-10-11, Ejerlejlighed ,23172,3,93,1965
10953,3," Händelsvej 14, 2. tv, 2450 København SV",1540000,2005-10-11, Ejerlejlighed ,28519,2,54,1939
10954,4," Reberbanegade 45, st. tv, 2300 København S",950000,2005-10-11, Ejerlejlighed ,15574,3,61,1940
10955,5," Weidekampsgade 33, 1. th, 2300 København S",3256803,2005-10-11, Ejerlejlighed ,30437,4,107,2007
10956,6," Offenbachsvej 32, 2. th, 2450 København SV",1365000,2005-10-11, Ejerlejlighed ,26765,2,51,1937
10957,7," Skoleholdervej 50, 1. th, 2400 København NV",1300000,2005-10-12, Ejerlejlighed ,23636,2,55,1936
10958,8," Holger Danskes Vej 102, 3. 1, 2000 Frederiksberg",1950000,2005-10-12, Ejerlejlighed ,22674,2,86,2005
10959,9," Windsorvej 12, 2300 København S",3200000,2005-10-12, Villa ,22857,4,140,1968
10960,10," Bartholinsgade 11, 2. tv, 1356 København K",833000,2005-10-12, Ejerlejlighed ,16019,2,52,1880
10961,11," Godthåbsvej 37, 6. th, 2000 Frederiksberg",2000000,2005-10-12, Ejerlejlighed ,29412,2,68,1943
10962,12," Jadegangen 155, 2300 København S",850000,2005-10-13, Villa ,6391,5,133,1955
10963,13," Ved Amagerport 10, st. th, 2300 København S",1250000,2005-10-13, Ejerlejlighed ,16667,2,75,1917
10964,14," N. Jespersens Vej 7, 2000 Frederiksberg",6150000,2005-10-13, Rækkehus ,40196,5,153,1928
10965,15," Rådmandsgade 50A, 3. th, 2200 København N",2095000,2005-10-13, Ejerlejlighed ,30809,3,68,1933
10966,16," Rosenvængets Hovedvej 36, kl, 2100 København Ø",46000,2005-10-13, Fritidshus ,1484,1,0,1938
10967,17," Frimestervej 6, 1. th, 2400 København NV",1640000,2005-10-14, Ejerlejlighed ,32157,2,51,1937
10968,18," Landskronagade 59, st. tv, 2100 København Ø",1790000,2005-10-14, Ejerlejlighed ,29833,2,60,1926
10969,19," Vestmannagade 2, 5. th, 2300 København S",2995000,2005-10-14, Ejerlejlighed ,39408,2,76,1906
10970,20," Keplersgade 17, 2. th, 2300 København S",1413778,2005-10-15, Ejerlejlighed ,22090,2,64,1932
10971,21," Løgstørgade 28, st. tv, 2100 København Ø",1224000,2005-10-15, Ejerlejlighed ,18545,2,66,1916
10972,22," Hyttehusvej 4, 2300 København S",2495000,2005-10-15, Villa ,32829,4,76,1956
10973,23," A.D. Jørgensens Vej 67, 2. 5, 2000 Frederiksberg",2895000,2005-10-15, Ejerlejlighed ,28663,3,101,1991
10974,24," Christian Winthers Vej 4B, 4. th, 1860 Frederiksberg C",3950000,2005-10-16, Ejerlejlighed ,38725,4,102,1950
10975,25," Enghavevej 9, 3. th, 1674 København V",850000,2005-10-17, Ejerlejlighed ,13710,2,62,1895
10976,26," Brobergsgade 9, 3. tv, 1427 København K",1147500,2005-10-17, Ejerlejlighed ,15938,3,72,1901
10977,27," Store Kongensgade 92B, 1. tv, 1264 København K",3347539,2005-10-17, Ejerlejlighed ,23086,4,145,1865
10978,28," Emdrupvej 113, 1. 4, 2400 København NV",2095000,2005-10-17, Ejerlejlighed ,24647,3,85,1979
10979,29," Platanvej 7, 1. 3, 1810 Frederiksberg C",1580000,2005-10-17, Ejerlejlighed ,29811,2,53,1976
10980,30," Havneholmen 78, 6. tv, 1561 København V",4287910,2005-10-17, Ejerlejlighed ,55687,2,77,2008
10981,31," Havneholmen 78, 3. tv, 1561 København V",3833430,2005-10-17, Ejerlejlighed ,47326,2,81,2008
10982,32," Havneholmen 78, 5. tv, 1561 København V",4021075,2005-10-17, Ejerlejlighed ,49038,2,82,2008
10983,33," Offenbachsvej 31, 1. th, 2450 København SV",1368000,2005-10-17, Ejerlejlighed ,25811,2,53,1936
10984,34," Küchlersgade 57, 1774 København V",4395000,2005-10-18, Rækkehus ,33295,6,132,1886
10985,35," Stenhuggervej 6, 4. th, 2400 København NV",1075000,2005-10-18, Ejerlejlighed ,29054,1,37,1935
10986,36," Ved Andebakken 5, 1. tv, 2000 Frederiksberg",1000000,2005-10-18, Ejerlejlighed ,16949,2,59,1941
10987,37," Hindustanvej 6, 2300 København S",3700000,2005-10-18, Villa ,35238,4,105,1931
10988,38," Landehjælpvej 10, 2300 København S",2300000,2005-10-18, Villa ,25275,5,91,1933
10989,39," Odensegade 15, st, 2100 København Ø",4326000,2005-10-18, Ejerlejlighed ,27208,6,159,1891
10990,40," Saltholmsvej 9, 4. tv, 2300 København S",1475000,2005-10-19, Ejerlejlighed ,33523,2,44,1904
10991,41," Kastelsvej 4, 2. tv, 2100 København Ø",1062500,2005-10-19, Ejerlejlighed ,7228,5,147,1885
10992,42," Allersgade 2, 3. tv, 2200 København N",1998000,2005-10-19, Ejerlejlighed ,25291,3,79,1990
10993,43," Sønder Boulevard 43, st. th, 1720 København V",1450000,2005-10-19, Ejerlejlighed ,26852,2,54,1902
10994,44," Forhåbningsholms Alle 29, 4. tv, 1904 Frederiksberg C",1995000,2005-10-19, Ejerlejlighed ,31172,2,64,1902
10995,45," Svanevej 15, st, 2400 København NV",1725000,2005-10-19, Ejerlejlighed ,25000,3,69,1935
10996,46," Tjørneskellet 22, st, 2000 Frederiksberg",3095000,2005-10-20, Ejerlejlighed ,25369,4,122,1978
10997,47," Holtegade 10, 4. tv, 2200 København N",2299000,2005-10-20, Ejerlejlighed ,28738,2,80,1932
10998,48," Borups Allé 233A, 2. th, 2400 København NV",996149,2005-10-20, Ejerlejlighed ,8233,3,121,1921
10999,49," Henrik Steffens Vej 4, 4. th, 1866 Frederiksberg C",3595000,2005-10-20, Ejerlejlighed ,33915,4,106,1917
11000,0," Japanvej 18, 2300 København S",3475000,2004-08-12, Villa ,20322,6,171,1934
11001,1," Schlegels Alle 11, 2. tv, 1807 Frederiksberg C",2688000,2004-08-12, Ejerlejlighed ,24661,4,109,1912
11002,2," Fenrisgade 1, 2. th, 2200 København N",1450000,2004-08-13, Ejerlejlighed ,19595,3,74,1934
11003,3," Dronning Olgas Vej 51, 2. th, 2000 Frederiksberg",2150000,2004-08-13, Ejerlejlighed ,23118,4,93,1903
11004,4," Islands Brygge 24B, 4. tv, 2300 København S",3460000,2004-08-14, Ejerlejlighed ,32952,3,105,1910
11005,5," Nordre Fasanvej 66, 3. 34, 2000 Frederiksberg",1287000,2004-08-15, Ejerlejlighed ,19209,2,67,1974
11006,6," Nordre Fasanvej 66, 4. 44, 2000 Frederiksberg",1410000,2004-08-15, Ejerlejlighed ,21045,2,67,1974
11007,7," Greisvej 33, st. tv, 2300 København S",850000,2004-08-15, Ejerlejlighed ,17347,2,49,1935
11008,8," Johannes V. Jensens Alle 48, 3. th, 2000 Frederiksberg",3000000,2004-08-16, Ejerlejlighed ,16667,6,180,1971
11009,9," Nygårdsvej 49A, 3. th, 2100 København Ø",1722206,2004-08-16, Ejerlejlighed ,21528,3,80,1991
11010,10," Borgergade 93, 2. tv, 1300 København K",2400000,2004-08-16, Ejerlejlighed ,22018,4,109,1898
11011,11," Holsteinsgade 11, 5, 2100 København Ø",2725000,2004-08-16, Ejerlejlighed ,15309,5,178,1884
11012,12," Vester Søgade 56, 4. tv, 1601 København V",3000000,2004-08-16, Ejerlejlighed ,26786,3,112,1939
11013,13," Teglgårdstræde 12B, 1, 1452 København K",3600000,2004-08-16, Ejerlejlighed ,20930,3,172,1730
11014,14," Vester Søgade 58, 3. tv, 1601 København V",3450000,2004-08-16, Ejerlejlighed ,27165,4,127,1939
11015,15," Ellebjergvej 13, 2. th, 2450 København SV",848000,2004-08-16, Ejerlejlighed ,16308,2,52,1939
11016,16," Nørre Søgade 37C, 5. 2, 1370 København K",1100000,2004-08-17, Ejerlejlighed ,28205,1,39,1969
11017,17," Carit Etlars Vej 22, 3. th, 1814 Frederiksberg C",1798000,2004-08-17, Ejerlejlighed ,19978,3,90,1980
11018,18," Diamantgangen 69, 2300 København S",1495000,2004-08-17, Villa ,16075,4,93,1940
11019,19," Platanvej 4, 2. tv, 1810 Frederiksberg C",2300000,2004-08-18, Fritidshus ,29114,2,79,1989
11020,20," Store Kongensgade 76, 1, 1264 København K",2295000,2004-08-18, Ejerlejlighed ,14712,5,156,1868
11021,21," Strandboulevarden 104, 4. tv, 2100 København Ø",2285000,2004-08-18, Ejerlejlighed ,21355,3,107,1904
11022,22," Rumæniensgade 8, 5. th, 2300 København S",875000,2004-08-19, Ejerlejlighed ,15351,2,57,1930
11023,23," Amaliegade 13B, 2. mf, 1256 København K",3037000,2004-08-19, Ejerlejlighed ,25099,3,121,1962
11024,24," Amaliegade 13B, 3. mf, 1256 København K",3099000,2004-08-19, Ejerlejlighed ,25612,3,121,1962
11025,25," Lygten 59, 1. th, 2400 København NV",1590000,2004-08-19, Ejerlejlighed ,16061,4,99,1938
11026,26," Istedgade 1, 2, 1650 København V",2300000,2004-08-19, Ejerlejlighed ,15033,5,153,1886
11027,27," Teglgårdstræde 7, 2. tv, 1452 København K",1650000,2004-08-19, Ejerlejlighed ,32353,2,51,1801
11028,28," Kålagervej 18, 2300 København S",2055500,2004-08-19, Villa ,11051,7,186,1947
11029,29," Vestermarksvej 25, 2300 København S",1010834,2004-08-19, Villa ,9814,3,103,1928
11030,30," Lyøvej 14, st. mf, 2000 Frederiksberg",1850000,2004-08-20, Ejerlejlighed ,20556,3,90,1979
11031,31," A.D. Jørgensens Vej 81, 3. tv, 2000 Frederiksberg",1695000,2004-08-20, Ejerlejlighed ,20422,3,83,1991
11032,32," Ved Amagerport 4, st. tv, 2300 København S",1450000,2004-08-20, Ejerlejlighed ,21642,2,67,1915
11033,33," Matthæusgade 48D, 4. 432, 1666 København V",1289000,2004-08-21, Ejerlejlighed ,17658,2,73,1970
11034,34," Vesterbrogade 116A, 1. tv, 1620 København V",2233076,2004-08-22, Ejerlejlighed ,15088,2,148,1930
11035,35," Islands Brygge 75B, 4. 3, 2300 København S",2995000,2004-08-23, Ejerlejlighed ,25381,3,118,2005
11036,36," Landfogedvej 3, 3. tv, 2400 København NV",680000,2004-08-23, Ejerlejlighed ,18378,1,37,1933
11037,37," Islands Brygge 75B, 6. 4, 2300 København S",2366000,2004-08-23, Ejerlejlighed ,22112,3,107,2005
11038,38," Tjørneskellet 4, st, 2000 Frederiksberg",633333,2004-08-23, Ejerlejlighed ,5149,4,123,1978
11039,39," Vester Søgade 56, 5. tv, 1601 København V",3300000,2004-08-23, Ejerlejlighed ,29464,3,112,1939
11040,40," Bülowsvej 5C, 3. th, 1870 Frederiksberg C",2485000,2004-08-24, Ejerlejlighed ,20708,4,120,1892
11041,41," Bernhard Bangs Alle 9, 1. th, 2000 Frederiksberg",1650000,2004-08-24, Ejerlejlighed ,18750,3,88,1973
11042,42," A.D. Jørgensens Vej 79, 3. tv, 2000 Frederiksberg",1695000,2004-08-25, Ejerlejlighed ,20422,3,83,1991
11043,43," Vagtelvej 51, 2. th, 2000 Frederiksberg",2100000,2004-08-26, Ejerlejlighed ,19626,4,107,1969
11044,44," Priorvej 11, 3. d, 2000 Frederiksberg",1250000,2004-08-26, Ejerlejlighed ,18382,2,68,1972
11045,45," Frankrigshusene 16, 3. tv, 2300 København S",1165000,2004-08-27, Ejerlejlighed ,20804,2,56,1936
11046,46," Silkegade 15, 2. tv, 1113 København K",2905718,2004-08-27, Ejerlejlighed ,26658,2,109,1902
11047,47," Vibekegade 27, 1. tv, 2100 København Ø",1500000,2004-08-27, Ejerlejlighed ,20833,3,72,1926
11048,48," Østerbrogade 84A, st, 2100 København Ø",1275000,2004-08-28, Ejerlejlighed ,20238,2,63,1900
11049,49," Engvej 105, 2300 København S",3350000,2004-08-29, Villa ,18820,7,178,1962
11050,0," H.C. Ørsteds Vej 10, 5. th, 1879 Frederiksberg C",3175000,2004-02-14, Ejerlejlighed ,17162,4,185,1938
11051,1," Rosenvængets Allé 12, 1, 2100 København Ø",2925000,2004-02-14, Ejerlejlighed ,15642,5,187,1902
11052,2," Langelandsvej 41, 4. tv, 2000 Frederiksberg",1330000,2004-02-15, Ejerlejlighed ,19559,3,68,1898
11053,3," Frimestervej 10, 4. th, 2400 København NV",960000,2004-02-15, Ejerlejlighed ,18824,2,51,1937
11054,4," Sundholmsvej 69, st. 1, 2300 København S",1295000,2004-02-15, Ejerlejlighed ,17986,2,72,1915
11055,5," Kaktusvej 63, 2300 København S",2400000,2004-02-15, Villa ,20339,5,118,1951
11056,6," Store Kongensgade 57, 3, 1264 København K",2785000,2004-02-15, Ejerlejlighed ,16577,6,168,1780
11057,7," Formosavej 18, 2300 København S",2075000,2004-02-16, Villa ,30970,3,67,1934
11058,8," Peter Ipsens Allé 3, 1. 40, 2400 København NV",550000,2004-02-16, Ejerlejlighed ,13750,1,40,1973
11059,9," Finsensvej 124, 2000 Frederiksberg",2835000,2004-02-16, Rækkehus ,17078,7,166,1916
11060,10," Store Kongensgade 23, 3, 1264 København K",1300000,2004-02-16, Ejerlejlighed ,6667,6,195,1830
11061,11," Grækenlandsvej 56, 2300 København S",2185000,2004-02-17, Rækkehus ,20421,4,107,1903
11062,12," Vester Søgade 72, 5. th, 1601 København V",1775000,2004-02-17, Ejerlejlighed ,21131,2,84,1938
11063,13," Erik Eriksens Gade 12, 1. mf, 2300 København S",1515000,2004-02-17, Ejerlejlighed ,22955,1,66,2005
11064,14," Paduavej 16, 2300 København S",2025000,2004-02-17, Villa ,25000,3,81,1933
11065,15," Jakob Dannefærds Vej 10A, 2. tv, 1973 Frederiksberg C",1050000,2004-02-17, Ejerlejlighed ,22826,2,46,1885
11066,16," Florensvej 4, st. tv, 2300 København S",899000,2004-02-17, Ejerlejlighed ,17288,2,52,1940
11067,17," Kongelundsvej 106K, 2300 København S",450000,2004-02-18, Villa ,4245,3,106,1963
11068,18," Kildevældsgade 72, 2. tv, 2100 København Ø",1875000,2004-02-18, Ejerlejlighed ,22059,3,85,1906
11069,19," Rosenørns Alle 63, 4. th, 1970 Frederiksberg C",1105000,2004-02-18, Ejerlejlighed ,13476,5,82,1899
11070,20," Dronning Olgas Vej 20A, st, 2000 Frederiksberg",1400000,2004-02-18, Ejerlejlighed ,11024,5,127,1896
11071,21," Cedergangen 5, 2300 København S",1250000,2004-02-19, Villa ,14706,4,85,2016
11072,22," Hedegaardsvej 41, 2. tv, 2300 København S",1345000,2004-02-19, Ejerlejlighed ,18681,3,72,1963
11073,23," Thorvaldsensvej 15, 4. tv, 1871 Frederiksberg C",2695000,2004-02-19, Ejerlejlighed ,15226,6,177,1903
11074,24," Dronningens Tværgade 32, 1. 3, 1302 København K",1650000,2004-02-19, Ejerlejlighed ,23239,3,71,1957
11075,25," Weysesgade 41, 2100 København Ø",2650000,2004-02-20, Rækkehus ,19485,6,136,1896
11076,26," Asminderødgade 6, 1. th, 2200 København N",1173244,2004-02-20, Ejerlejlighed ,21727,2,54,1908
11077,27," Edvard Falcks Gade 2, 5. tv, 1569 København V",2325654,2004-02-21, Ejerlejlighed ,26428,3,88,2004
11078,28," Drejøgade 26D, 5. 501, 2100 København Ø",1225000,2004-02-22, Ejerlejlighed ,19141,2,64,1974
11079,29," Genuavej 28C, 2300 København S",1815000,2004-02-23, Rækkehus ,21105,3,86,1942
11080,30," Hauser Plads 16B, 4, 1127 København K",2550000,2004-02-23, Ejerlejlighed ,18613,4,137,1831
11081,31," Sankt Peders Stræde 41, 1, 1453 København K",2200000,2004-02-23, Ejerlejlighed ,19298,5,90,1797
11082,32," Pragtstjernevej 8B, 2400 København NV",2430000,2004-02-23, Rækkehus ,17868,5,136,1946
11083,33," Parmagade 44, 4. mf, 2300 København S",885000,2004-02-24, Ejerlejlighed ,18061,1,49,1934
11084,34," Nebbegårdsbakken 22, 2400 København NV",2320000,2004-02-25, Villa ,20531,4,113,1935
11085,35," Frimestervej 3, 3. tv, 2400 København NV",875000,2004-02-25, Ejerlejlighed ,16204,2,54,1935
11086,36," Snaregade 4, 2, 1205 København K",3850000,2004-02-25, Ejerlejlighed ,20263,3,190,1802
11087,37," Hulgårdsvej 62, 2400 København NV",1300000,2004-02-25, Rækkehus ,7263,8,179,1925
11088,38," Krusågade 32, 1. th, 1719 København V",1040000,2004-02-25, Ejerlejlighed ,12093,3,86,1906
11089,39," Lille Strandstræde 1, 2, 1254 København K",3150000,2004-02-26, Ejerlejlighed ,22993,4,137,1670
11090,40," A.D. Jørgensens Vej 37, 3, 2000 Frederiksberg",1350000,2004-02-26, Ejerlejlighed ,19565,2,69,1991
